================================================================================
                          STRATEGY BACKTEST REPORT                              
================================================================================
Initial Balance:  $   1000.00
Final Balance:    $ -62323.18
Net Profit/Loss:  $ -63323.18 (-6332.32%)
Win Rate:         29.58%
Max Drawdown:     6332.32%
Total Trades:     524
================================================================================

DETAILED TRADE LOG:
--------------------------------------------------------------------------------
ID    Side   Entry Time         Entry Index   Entry Price   Exit Time          Exit Index   Exit Price   PnL
278   LONG   2026-02-01 16:00   275170        76526.49      2026-02-01 18:00   276455       76962.14     +435.65
279   LONG   2026-02-01 19:00   277103        77668.00      2026-02-01 20:00   277750       77512.71     -155.29
280   LONG   2026-02-01 21:00   278410        76491.00      2026-02-01 22:00   279041       76294.35     -196.65
281   LONG   2026-02-01 22:00   279055        76294.35      2026-02-02 00:00   280328       75490.01     -804.34
282   LONG   2026-02-02 00:00   280342        75490.01      2026-02-02 05:00   283528       77501.36     +2011.35
283   LONG   2026-02-02 06:00   284165        77749.99      2026-02-02 09:00   286070       77853.50     +103.51
284   LONG   2026-02-02 10:00   286703        78841.54      2026-02-02 11:00   287335       78622.89     -218.65
285   LONG   2026-02-02 12:00   287966        78973.64      2026-02-02 13:00   288596       78560.01     -413.63
286   LONG   2026-02-02 14:00   289239        78320.00      2026-02-02 15:00   289853       78002.69     -317.31
287   LONG   2026-02-02 15:00   289867        78002.69      2026-02-02 18:00   291731       78733.66     +730.97
288   LONG   2026-02-02 19:00   292355        79071.13      2026-02-02 20:00   292978       79008.01     -63.12
289   LONG   2026-02-02 21:00   293614        77807.97      2026-02-03 00:00   295460       78233.68     +425.71
290   LONG   2026-02-03 01:00   296092        78587.54      2026-02-03 03:00   297311       78739.99     +152.45
291   LONG   2026-02-03 04:00   297940        78390.01      2026-02-03 05:00   298540       78111.50     -278.51
292   LONG   2026-02-03 05:00   298554        78111.50      2026-02-03 06:00   299153       78073.02     -38.48
293   LONG   2026-02-03 06:00   299167        78073.02      2026-02-03 08:00   300376       78298.28     +225.26
294   LONG   2026-02-03 09:00   301000        77205.41      2026-02-03 11:00   302203       76496.39     -709.02
295   LONG   2026-02-03 12:00   302824        74920.00      2026-02-03 13:00   303416       73152.62     -1767.38
296   LONG   2026-02-03 13:00   303430        73152.62      2026-02-03 16:00   305228       76230.01     +3077.39
297   LONG   2026-02-03 17:00   305844        75701.28      2026-02-03 21:00   308228       75953.00     +251.72
298   LONG   2026-02-03 22:00   308825        76692.07      2026-02-03 23:00   309421       76470.55     -221.52
299   LONG   2026-02-04 00:00   310030        76280.08      2026-02-04 02:00   311203       76508.17     +228.09
300   LONG   2026-02-04 03:00   311809        76572.13      2026-02-04 04:00   312386       76105.95     -466.18
301   LONG   2026-02-04 05:00   312976        76289.12      2026-02-04 06:00   313565       76017.47     -271.65
302   LONG   2026-02-04 07:00   314153        76164.85      2026-02-04 08:00   314740       74857.80     -1307.05
303   LONG   2026-02-04 09:00   315340        74349.99      2026-02-04 10:00   315911       74123.97     -226.02
304   LONG   2026-02-04 10:00   315925        74123.97      2026-02-04 11:00   316495       73642.99     -480.98
305   LONG   2026-02-04 11:00   316509        73642.99      2026-02-04 12:00   317078       72586.50     -1056.49
306   LONG   2026-02-04 12:00   317092        72586.50      2026-02-04 15:00   318821       73516.23     +929.73
307   LONG   2026-02-04 16:00   319414        72802.99      2026-02-04 17:00   319978       72541.00     -261.99
308   LONG   2026-02-04 17:00   319992        72541.00      2026-02-04 19:00   321131       72876.77     +335.77
309   LONG   2026-02-04 20:00   321720        72425.27      2026-02-04 21:00   322280       71483.28     -941.99
310   LONG   2026-02-04 21:00   322294        71483.28      2026-02-04 22:00   322853       71227.56     -255.72
311   LONG   2026-02-04 22:00   322867        71227.56      2026-02-04 23:00   323425       70896.11     -331.45
312   LONG   2026-02-04 23:00   323439        70896.11      2026-02-05 00:00   323996       70731.79     -164.32
313   LONG   2026-02-05 00:00   324010        70731.79      2026-02-05 02:00   325135       70752.47     +20.68
314   LONG   2026-02-05 03:00   325703        71057.41      2026-02-05 05:00   326836       70861.97     -195.44
315   LONG   2026-02-05 06:00   327415        70329.05      2026-02-05 07:00   327965       69570.81     -758.24
316   LONG   2026-02-05 07:00   327979        69570.81      2026-02-05 09:00   329090       69417.09     -153.72
317   LONG   2026-02-05 10:00   329665        67506.80      2026-02-05 12:00   330770       66199.73     -1307.07
318   LONG   2026-02-05 13:00   331342        66353.06      2026-02-05 14:00   331885       65266.05     -1087.01
319   LONG   2026-02-05 15:00   332455        63782.63      2026-02-05 16:00   332996       63217.00     -565.63
320   LONG   2026-02-05 16:00   333010        63217.00      2026-02-05 18:00   334103       62906.20     -310.80
321   LONG   2026-02-05 19:00   334669        63512.62      2026-02-05 21:00   335756       64982.49     +1469.87
322   LONG   2026-02-05 22:00   336319        64175.64      2026-02-06 01:00   337946       64983.54     +807.90
323   LONG   2026-02-06 02:00   338505        64845.10      2026-02-06 07:00   341201       66552.79     +1707.69
324   LONG   2026-02-06 08:00   341740        67305.52      2026-02-06 13:00   344420       69770.86     +2465.34
325   LONG   2026-02-06 14:00   344953        70713.43      2026-02-06 15:00   345485       69988.33     -725.10
326   LONG   2026-02-06 16:00   346030        70353.47      2026-02-06 18:00   347075       70572.30     +218.83
327   LONG   2026-02-06 19:00   347617        69947.00      2026-02-06 21:00   348656       70347.85     +400.85
328   LONG   2026-02-06 22:00   349181        70907.38      2026-02-06 23:00   349705       70753.61     -153.77
329   LONG   2026-02-07 00:00   350242        70161.93      2026-02-07 01:00   350750       68761.48     -1400.45
330   LONG   2026-02-07 01:00   350764        68761.48      2026-02-07 02:00   351271       68089.33     -672.15
331   LONG   2026-02-07 02:00   351285        68089.33      2026-02-07 04:00   352310       68132.83     +43.50
332   LONG   2026-02-07 05:00   352842        67979.18      2026-02-07 06:00   353345       67957.28     -21.90
333   LONG   2026-02-07 06:00   353359        67957.28      2026-02-07 09:00   354890       68636.59     +679.31
334   LONG   2026-02-07 10:00   355403        69149.96      2026-02-07 11:00   355915       68958.07     -191.89
335   LONG   2026-02-07 12:00   356440        69193.41      2026-02-07 14:00   357445       69381.17     +187.76
336   LONG   2026-02-07 15:00   357953        69633.90      2026-02-07 16:00   358460       69500.00     -133.90
337   LONG   2026-02-07 17:00   358980        69393.45      2026-02-07 18:00   359471       69284.94     -108.51
338   LONG   2026-02-07 18:00   359485        69284.94      2026-02-07 19:00   359975       69141.85     -143.09
339   LONG   2026-02-07 19:00   359989        69141.85      2026-02-07 21:00   360980       69379.39     +237.54
340   LONG   2026-02-07 22:00   361495        69102.11      2026-02-08 00:00   362480       69222.94     +120.83
341   LONG   2026-02-08 01:00   362978        69357.46      2026-02-08 04:00   364466       70102.43     +744.97
342   LONG   2026-02-08 05:00   364974        70269.43      2026-02-08 09:00   366926       71254.75     +985.32
343   LONG   2026-02-08 10:00   367429        71183.11      2026-02-08 11:00   367903       70423.42     -759.69
344   LONG   2026-02-08 11:00   367917        70423.42      2026-02-08 15:00   369845       70837.11     +413.69
345   LONG   2026-02-08 16:00   370342        70698.00      2026-02-08 18:00   371291       70326.00     -372.00
346   LONG   2026-02-08 19:00   371785        70493.46      2026-02-08 20:00   372250       70362.77     -130.69
347   LONG   2026-02-08 21:00   372728        70622.22      2026-02-08 23:00   373681       70986.01     +363.79
348   LONG   2026-02-09 00:00   374170        71042.03      2026-02-09 01:00   374630       70658.82     -383.21
349   LONG   2026-02-09 02:00   375117        70417.71      2026-02-09 03:00   375575       69863.11     -554.60
350   LONG   2026-02-09 03:00   375589        69863.11      2026-02-09 04:00   376046       69626.84     -236.27
351   LONG   2026-02-09 04:00   376060        69626.84      2026-02-09 05:00   376516       68726.16     -900.68
352   LONG   2026-02-09 05:00   376530        68726.16      2026-02-09 08:00   377920       68590.03     -136.13
353   LONG   2026-02-09 09:00   378386        69266.16      2026-02-09 13:00   380240       70414.70     +1148.54
354   LONG   2026-02-09 14:00   380701        70948.48      2026-02-09 15:00   381161       70729.28     -219.20
355   LONG   2026-02-09 16:00   381634        70409.91      2026-02-09 18:00   382535       70139.68     -270.23
356   LONG   2026-02-09 18:00   382549        70139.68      2026-02-09 19:00   382991       69826.61     -313.07
357   LONG   2026-02-09 19:00   383005        69826.61      2026-02-09 21:00   383900       70114.14     +287.53
358   LONG   2026-02-09 22:00   384367        69509.37      2026-02-10 00:00   385256       69444.85     -64.52
359   LONG   2026-02-10 01:00   385720        68916.61      2026-02-10 02:00   386155       68911.67     -4.94
360   LONG   2026-02-10 02:00   386169        68911.67      2026-02-10 05:00   387496       68914.00     +2.33
361   LONG   2026-02-10 06:00   387955        68522.60      2026-02-10 09:00   389270       68456.01     -66.59
362   LONG   2026-02-10 10:00   389711        69298.55      2026-02-10 13:00   391028       68900.00     -398.55
363   LONG   2026-02-10 14:00   391479        69068.05      2026-02-10 15:00   391901       68757.52     -310.53
364   LONG   2026-02-10 16:00   392350        68665.10      2026-02-10 20:00   394066       68982.32     +317.22
365   LONG   2026-02-10 21:00   394510        68685.93      2026-02-10 22:00   394925       68186.23     -499.70
366   LONG   2026-02-10 22:00   394939        68186.23      2026-02-10 23:00   395353       67586.43     -599.80
367   LONG   2026-02-10 23:00   395367        67586.43      2026-02-11 00:00   395780       67405.21     -181.22
368   LONG   2026-02-11 00:00   395794        67405.21      2026-02-11 01:00   396206       66817.24     -587.97
369   LONG   2026-02-11 01:00   396220        66817.24      2026-02-11 03:00   397055       66985.75     +168.51
370   LONG   2026-02-11 04:00   397492        66884.76      2026-02-11 05:00   397900       66543.78     -340.98
371   LONG   2026-02-11 05:00   397914        66543.78      2026-02-11 09:00   399578       66586.54     +42.76
372   LONG   2026-02-11 10:00   400009        66528.78      2026-02-11 15:00   402065       67558.10     +1029.32
373   LONG   2026-02-11 16:00   402476        67801.88      2026-02-11 17:00   402886       67432.48     -369.40
374   LONG   2026-02-11 18:00   403309        67072.95      2026-02-11 21:00   404516       67436.90     +363.95
375   LONG   2026-02-11 22:00   404935        67575.82      2026-02-11 23:00   405325       67015.09     -560.73
376   LONG   2026-02-12 00:00   405742        67139.53      2026-02-12 01:00   406130       67120.09     -19.44
377   LONG   2026-02-12 02:00   406545        67206.01      2026-02-12 03:00   406931       67135.94     -70.07
378   LONG   2026-02-12 04:00   407330        67550.58      2026-02-12 07:00   408521       67867.35     +316.77
379   LONG   2026-02-12 08:00   408916        68369.89      2026-02-12 09:00   409310       67571.96     -797.93
380   LONG   2026-02-12 10:00   409717        67132.06      2026-02-12 11:00   410095       65867.52     -1264.54
381   LONG   2026-02-12 11:00   410109        65867.52      2026-02-12 12:00   410486       65412.48     -455.04
382   LONG   2026-02-12 12:00   410500        65412.48      2026-02-12 15:00   411653       65441.99     +29.51
383   LONG   2026-02-12 16:00   412040        65859.35      2026-02-12 18:00   412811       66280.93     +421.58
384   LONG   2026-02-12 19:00   413209        65925.24      2026-02-12 22:00   414341       66554.67     +629.43
385   LONG   2026-02-12 23:00   414735        66330.51      2026-02-13 00:00   415100       66179.54     -150.97
386   LONG   2026-02-13 00:00   415114        66179.54      2026-02-13 02:00   415855       66215.45     +35.91
387   LONG   2026-02-13 03:00   416231        66706.45      2026-02-13 07:00   417725       67085.08     +378.63
388   LONG   2026-02-13 08:00   418096        67267.70      2026-02-13 12:00   419570       69038.65     +1770.95
389   LONG   2026-02-13 12:00   419584        69038.65      2026-02-13 14:00   420301       68934.09     -104.56
390   LONG   2026-02-13 15:00   420679        68773.08      2026-02-13 18:00   421751       68850.30     +77.22
391   LONG   2026-02-13 19:00   422111        69098.79      2026-02-13 20:00   422470       68960.11     -138.68
392   LONG   2026-02-13 21:00   422842        68881.09      2026-02-13 23:00   423541       68794.97     -86.12
393   LONG   2026-02-14 00:00   423910        68773.00      2026-02-14 04:00   425306       69714.68     +941.68
394   LONG   2026-02-14 05:00   425670        69669.21      2026-02-14 07:00   426353       69645.04     -24.17
395   LONG   2026-02-14 08:00   426714        69474.67      2026-02-14 11:00   427735       69770.19     +295.52
396   LONG   2026-02-14 13:00   428420        69774.30      2026-02-14 16:00   429440       69943.52     +169.22
397   LONG   2026-02-14 17:00   429792        69968.37      2026-02-14 18:00   430115       69833.50     -134.87
398   LONG   2026-02-14 19:00   430465        69788.72      2026-02-14 20:00   430786       69727.53     -61.19
399   LONG   2026-02-14 20:00   430800        69727.53      2026-02-14 21:00   431120       69500.00     -227.53
400   LONG   2026-02-14 21:00   431134        69500.00      2026-02-15 03:00   433103       70449.14     +949.14
401   LONG   2026-02-15 04:00   433444        70426.51      2026-02-15 06:00   434081       70310.66     -115.85
402   LONG   2026-02-15 07:00   434419        69318.76      2026-02-15 08:00   434728       68951.74     -367.02
403   LONG   2026-02-15 08:00   434742        68951.74      2026-02-15 10:00   435371       69104.95     +153.21
404   LONG   2026-02-15 11:00   435705        69032.27      2026-02-15 12:00   436010       68658.34     -373.93
405   LONG   2026-02-15 12:00   436024        68658.34      2026-02-15 13:00   436328       68473.10     -185.24
406   LONG   2026-02-15 13:00   436342        68473.10      2026-02-15 14:00   436645       68305.33     -167.77
407   LONG   2026-02-15 14:00   436659        68305.33      2026-02-15 18:00   437903       68844.43     +539.10
408   LONG   2026-02-15 19:00   438215        68857.32      2026-02-15 20:00   438526       68637.47     -219.85
409   LONG   2026-02-15 21:00   438850        68335.38      2026-02-16 00:00   439760       68400.30     +64.92
410   LONG   2026-02-16 01:00   440080        68463.54      2026-02-16 05:00   441280       68803.71     +340.17
411   LONG   2026-02-16 06:00   441595        68816.01      2026-02-16 08:00   442180       68399.55     -416.46
412   LONG   2026-02-16 09:00   442492        68430.11      2026-02-16 10:00   442775       67538.19     -891.92
413   LONG   2026-02-16 11:00   443085        67893.91      2026-02-16 13:00   443660       67875.71     -18.20
414   LONG   2026-02-16 14:00   443967        67924.71      2026-02-16 17:00   444826       68597.93     +673.22
415   LONG   2026-02-16 18:00   445115        68898.92      2026-02-16 19:00   445403       68880.30     -18.62
416   LONG   2026-02-16 20:00   445704        68616.41      2026-02-16 22:00   446261       68477.02     -139.39
417   LONG   2026-02-16 23:00   446559        68484.33      2026-02-17 00:00   446828       68246.73     -237.60
418   LONG   2026-02-17 01:00   447110        68406.09      2026-02-17 02:00   447391       68387.86     -18.23
419   LONG   2026-02-17 03:00   447685        68175.06      2026-02-17 04:00   447950       68133.87     -41.19
420   LONG   2026-02-17 04:00   447964        68133.87      2026-02-17 05:00   448228       67854.77     -279.10
421   LONG   2026-02-17 05:00   448242        67854.77      2026-02-17 09:00   449330       66885.39     -969.38
422   LONG   2026-02-17 10:00   449617        67400.09      2026-02-17 12:00   450146       67244.45     -155.64
423   LONG   2026-02-17 13:00   450416        68093.96      2026-02-17 14:00   450685       67794.67     -299.29
424   LONG   2026-02-17 15:00   450967        67752.06      2026-02-17 16:00   451220       67675.94     -76.12
425   LONG   2026-02-17 16:00   451234        67675.94      2026-02-17 17:00   451486       67526.64     -149.30
426   LONG   2026-02-17 17:00   451500        67526.64      2026-02-17 18:00   451751       67500.31     -26.33
427   LONG   2026-02-17 18:00   451765        67500.31      2026-02-17 19:00   452015       67302.50     -197.81
428   LONG   2026-02-17 19:00   452029        67302.50      2026-02-17 20:00   452278       67170.73     -131.77
429   LONG   2026-02-17 20:00   452292        67170.73      2026-02-18 00:00   453320       67644.46     +473.73
430   LONG   2026-02-18 01:00   453578        67847.74      2026-02-18 04:00   454346       68163.68     +315.94
431   LONG   2026-02-18 04:00   454360        68163.68      2026-02-18 05:00   454600       67800.42     -363.26
432   LONG   2026-02-18 06:00   454867        67377.30      2026-02-18 08:00   455356       67241.21     -136.09
433   LONG   2026-02-18 09:00   455620        67229.71      2026-02-18 11:00   456103       67141.51     -88.20
434   LONG   2026-02-18 12:00   456364        67190.90      2026-02-18 13:00   456596       66364.12     -826.78
435   LONG   2026-02-18 14:00   456855        66179.09      2026-02-18 16:00   457328       66342.33     +163.24
436   LONG   2026-02-18 16:00   457342        66342.33      2026-02-18 19:00   458051       66457.67     +115.34
437   LONG   2026-02-18 20:00   458290        66877.74      2026-02-18 21:00   458528       66846.14     -31.60
438   LONG   2026-02-18 22:00   458765        66997.00      2026-02-18 23:00   459001       66823.16     -173.84
439   LONG   2026-02-19 00:00   459250        66892.76      2026-02-19 03:00   459935       66976.82     +84.06
440   LONG   2026-02-19 04:00   460180        66854.76      2026-02-19 05:00   460396       66851.24     -3.52
441   LONG   2026-02-19 05:00   460410        66851.24      2026-02-19 06:00   460625       66508.87     -342.37
442   LONG   2026-02-19 06:00   460639        66508.87      2026-02-19 08:00   461080       65925.30     -583.57
443   LONG   2026-02-19 09:00   461306        66429.52      2026-02-19 10:00   461531       66402.91     -26.61
444   LONG   2026-02-19 11:00   461769        66305.46      2026-02-19 16:00   462860       66924.03     +618.57
445   LONG   2026-02-19 17:00   463092        66910.47      2026-02-19 21:00   463940       67241.01     +330.54
446   LONG   2026-02-19 22:00   464153        67359.89      2026-02-19 23:00   464365       67254.53     -105.36
447   LONG   2026-02-20 00:00   464576        67788.74      2026-02-20 02:00   464995       67820.42     +31.68
448   LONG   2026-02-20 03:00   465203        67874.05      2026-02-20 05:00   465616       67940.13     +66.08
449   LONG   2026-02-20 06:00   465835        67328.65      2026-02-20 08:00   466228       66818.38     -510.27
450   LONG   2026-02-20 09:00   466430        67078.07      2026-02-20 12:00   467030       67614.52     +536.45
451   LONG   2026-02-20 13:00   467228        67925.37      2026-02-20 14:00   467425       67646.72     -278.65
452   LONG   2026-02-20 15:00   467635        67749.69      2026-02-20 18:00   468203       68017.37     +267.68
453   LONG   2026-02-20 19:00   468409        67837.26      2026-02-20 22:00   468965       67667.05     -170.21
454   LONG   2026-02-20 23:00   469153        67813.66      2026-02-21 01:00   469526       67792.55     -21.11
455   LONG   2026-02-21 02:00   469711        67855.35      2026-02-21 06:00   470441       68089.32     +233.97
456   LONG   2026-02-21 07:00   470635        68204.45      2026-02-21 11:00   471331       68322.47     +118.02
457   LONG   2026-02-21 12:00   471506        68431.10      2026-02-21 14:00   471853       68543.38     +112.28
458   LONG   2026-02-21 15:00   472039        68218.36      2026-02-21 17:00   472366       67969.01     -249.35
459   LONG   2026-02-21 18:00   472549        67975.00      2026-02-21 19:00   472703       67943.64     -31.36
460   LONG   2026-02-21 20:00   472870        68161.80      2026-02-21 21:00   473036       67908.54     -253.26
461   LONG   2026-02-21 22:00   473215        68044.42      2026-02-21 23:00   473365       67986.00     -58.42
462   LONG   2026-02-22 00:00   473542        67980.99      2026-02-22 02:00   473851       68010.14     +29.15
463   LONG   2026-02-22 03:00   474025        67958.50      2026-02-22 07:00   474641       67933.81     -24.69
464   LONG   2026-02-22 08:00   474810        67658.59      2026-02-22 09:00   474950       67453.03     -205.56
465   LONG   2026-02-22 09:00   474964        67453.03      2026-02-22 11:00   475255       67633.86     +180.83
466   LONG   2026-02-22 12:00   475420        67392.34      2026-02-22 15:00   475853       67409.00     +16.66
467   LONG   2026-02-22 16:00   476000        67612.80      2026-02-22 18:00   476291       67644.98     +32.18
468   LONG   2026-02-22 19:00   476449        66743.53      2026-02-22 20:00   476578       64439.75     -2303.78
469   LONG   2026-02-22 20:00   476592        64439.75      2026-02-22 23:00   477001       64825.42     +385.67
470   LONG   2026-02-23 00:00   477140        65087.88      2026-02-23 03:00   477551       65687.78     +599.90
471   LONG   2026-02-23 04:00   477686        66420.41      2026-02-23 05:00   477820       66329.43     -90.98
472   LONG   2026-02-23 06:00   477967        66212.03      2026-02-23 08:00   478216       66131.60     -80.43
473   LONG   2026-02-23 09:00   478360        65915.53      2026-02-23 10:00   478475       65658.01     -257.52
474   LONG   2026-02-23 10:00   478489        65658.01      2026-02-23 11:00   478603       65367.47     -290.54
475   LONG   2026-02-23 11:00   478617        65367.47      2026-02-23 12:00   478730       64813.87     -553.60
476   LONG   2026-02-23 12:00   478744        64813.87      2026-02-23 13:00   478856       64635.62     -178.25
477   LONG   2026-02-23 13:00   478870        64635.62      2026-02-23 14:00   478981       64302.22     -333.40
478   LONG   2026-02-23 14:00   478995        64302.22      2026-02-23 18:00   479471       64661.34     +359.12
479   LONG   2026-02-23 19:00   479591        64941.06      2026-02-23 20:00   479710       64163.32     -777.74
480   LONG   2026-02-23 22:00   479959        63593.87      2026-02-23 23:00   480061       63380.80     -213.07
481   LONG   2026-02-23 23:00   480075        63380.80      2026-02-24 00:00   480176       63105.76     -275.04
482   LONG   2026-02-24 00:00   480190        63105.76      2026-02-24 01:00   480290       63089.94     -15.82
483   LONG   2026-02-24 01:00   480304        63089.94      2026-02-24 04:00   480626       63265.51     +175.57
484   LONG   2026-02-24 05:00   480736        63294.88      2026-02-24 06:00   480845       63237.53     -57.35
485   LONG   2026-02-24 07:00   480967        62977.58      2026-02-24 08:00   481060       62914.98     -62.60
486   LONG   2026-02-24 08:00   481074        62914.98      2026-02-24 12:00   481478       64221.50     +1306.52
487   LONG   2026-02-24 13:00   481580        64435.02      2026-02-24 15:00   481781       64472.54     +37.52
488   LONG   2026-02-24 15:00   481795        64472.54      2026-02-24 16:00   481880       64041.00     -431.54
489   LONG   2026-02-24 17:00   481992        64116.95      2026-02-24 18:00   482075       64048.77     -68.18
490   LONG   2026-02-24 19:00   482171        64220.25      2026-02-24 21:00   482360       65879.84     +1659.59
491   LONG   2026-02-24 22:00   482467        65388.46      2026-02-25 00:00   482636       64877.54     -510.92
492   LONG   2026-02-25 01:00   482740        64890.41      2026-02-25 05:00   483076       65399.41     +509.00
493   LONG   2026-02-25 06:00   483175        65429.98      2026-02-25 14:00   483805       69031.89     +3601.91
494   LONG   2026-02-25 15:00   483895        69144.87      2026-02-25 16:00   483956       68912.77     -232.10
495   LONG   2026-02-25 17:00   484044        68435.31      2026-02-25 18:00   484103       67988.50     -446.81
496   LONG   2026-02-25 18:00   484117        67988.50      2026-02-25 20:00   484246       68242.95     +254.45
497   LONG   2026-02-25 21:00   484330        68255.65      2026-02-25 22:00   484385       68216.22     -39.43
498   LONG   2026-02-25 23:00   484453        68561.01      2026-02-26 00:00   484520       68434.67     -126.34
499   LONG   2026-02-26 01:00   484600        68174.29      2026-02-26 02:00   484651       67829.08     -345.21
500   LONG   2026-02-26 02:00   484665        67829.08      2026-02-26 05:00   484840       68296.34     +467.26
501   LONG   2026-02-26 06:00   484915        68040.43      2026-02-26 08:00   485020       67904.20     -136.23
502   LONG   2026-02-26 09:00   485092        67697.00      2026-02-26 10:00   485135       67386.53     -310.47
503   LONG   2026-02-26 10:00   485149        67386.53      2026-02-26 11:00   485191       66651.82     -734.71
504   LONG   2026-02-26 11:00   485205        66651.82      2026-02-26 15:00   485405       67420.04     +768.22
505   LONG   2026-02-26 16:00   485470        67469.53      2026-02-26 18:00   485555       67482.68     +13.15
506   LONG   2026-02-26 20:00   485664        67349.64      2026-02-26 21:00   485696       67260.15     -89.49
507   LONG   2026-02-26 22:00   485741        67592.65      2026-02-27 00:00   485828       67719.39     +126.74
508   LONG   2026-02-27 02:00   485925        67677.62      2026-02-27 04:00   485990       67351.28     -326.34
509   LONG   2026-02-27 05:00   486042        66607.53      2026-02-27 06:00   486065       66129.92     -477.61
510   LONG   2026-02-27 06:00   486079        66129.92      2026-02-27 07:00   486101       65933.33     -196.59
511   LONG   2026-02-27 07:00   486115        65933.33      2026-02-27 09:00   486170       65887.25     -46.08
512   LONG   2026-02-27 09:00   486184        65887.25      2026-02-27 11:00   486235       65476.81     -410.44
513   LONG   2026-02-27 12:00   486280        65706.56      2026-02-27 13:00   486296       65311.00     -395.56
514   LONG   2026-02-27 13:00   486310        65311.00      2026-02-27 14:00   486325       65389.29     +78.29
515   LONG   2026-02-27 14:00   486339        65389.29      2026-02-27 16:00   486380       65532.63     +143.34
516   LONG   2026-02-27 17:00   486420        65643.02      2026-02-27 20:00   486478       65781.20     +138.18
517   LONG   2026-02-27 21:00   486500        65959.12      2026-02-27 22:00   486521       65794.85     -164.27
518   LONG   2026-02-27 22:00   486535        65794.85      2026-02-27 23:00   486541       65663.14     -131.71
519   LONG   2026-02-27 23:00   486555        65663.14      2026-02-28 00:00   486560       65590.80     -72.34
520   LONG   2026-02-28 00:00   486574        65590.80      2026-02-28 01:00   486578       63227.64     -2363.16
521   LONG   2026-02-28 01:00   486592        63227.64      2026-02-28 02:00   486595       63826.95     +599.31
522   LONG   2026-02-28 02:00   486609        63826.95      2026-02-28 03:00   486611       63475.38     -351.57
523   LONG   2026-02-28 03:00   486625        63475.38      2026-02-28 07:00   486667       64015.76     +540.38
524   LONG   2026-02-28 08:00   486676        65110.34      2026-02-28 09:00   486686       64430.70     -679.64
--------------------------------------------------------------------------------
End of Report
